crop,season,rainfall,soil_type,land_size,estimated_water_need,risk_level
maize,summer,moderate,sandy,7.97,6694.8,High
paddy,summer,moderate,sandy,4.15,6972.0,High
millets,summer,low,sandy,4.31,2792.88,Low
sunflower,summer,moderate,sandy,0.85,510.0,Low
wheat,rabi,low,clay,4.78,4646.16,Medium
wheat,summer,low,black,8.42,8638.92,High
sunflower,summer,moderate,black,6.76,3211.0,Medium
sugarcane,summer,moderate,black,8.68,14842.8,High
millets,summer,high,clay,7.75,2511.0,Low
cotton,rabi,low,black,5.03,6881.04,High
maize,summer,low,loamy,0.78,655.2,Low
wheat,summer,low,sandy,1.85,2397.6,Low
maize,rabi,moderate,black,8.29,5512.85,Medium
millets,rabi,moderate,clay,2.4,972.0,Low
sunflower,rabi,low,sandy,8.29,5968.8,Medium
groundnut,rabi,moderate,black,4.69,2896.08,Low
paddy,rabi,moderate,black,8.28,11012.4,High
sunflower,kharif,moderate,clay,9.88,4446.0,Medium
cotton,summer,low,loamy,8.32,11980.8,High
millets,summer,low,sandy,3.25,2106.0,Low
cotton,summer,moderate,sandy,4.74,6825.6,High
soybean,kharif,low,loamy,6.24,4492.8,Medium
sugarcane,kharif,high,black,3.29,4500.72,Medium
sunflower,rabi,high,black,4.79,1820.2,Low
sugarcane,kharif,moderate,clay,3.07,4973.4,Medium
groundnut,summer,high,black,6.86,3388.84,Medium
vegetables,kharif,high,loamy,9.13,4382.4,Medium
maize,rabi,high,black,1.08,574.56,Low
sugarcane,rabi,high,black,9.84,13461.12,High
sugarcane,kharif,low,clay,7.55,14677.2,High
wheat,summer,low,clay,8.5,8262.0,High
paddy,kharif,low,loamy,7.49,12583.2,High
millets,rabi,high,sandy,2.02,872.64,Low
millets,summer,moderate,loamy,5.04,2268.0,Low
groundnut,summer,moderate,black,7.86,4853.55,Medium
sugarcane,kharif,low,clay,1.91,3713.04,Medium
paddy,summer,high,black,3.0,3192.0,Medium
wheat,summer,low,black,4.13,4237.38,Medium
soybean,rabi,low,black,7.96,5444.64,Medium
paddy,summer,moderate,loamy,8.2,11480.0,High
cotton,kharif,high,black,6.92,6311.04,High
soybean,rabi,high,loamy,9.11,4372.8,Medium
cotton,summer,high,clay,2.41,2082.24,Low
sugarcane,summer,low,sandy,2.52,6531.84,High
cotton,summer,high,clay,6.6,5702.4,Medium
soybean,summer,high,loamy,4.16,1996.8,Low
wheat,summer,low,black,7.88,8084.88,High
paddy,summer,low,clay,7.33,11082.96,High
sunflower,kharif,moderate,black,2.6,1235.0,Low
maize,rabi,moderate,clay,7.46,4699.8,Medium
groundnut,kharif,high,clay,7.44,3481.92,Medium
soybean,summer,high,black,6.26,2854.56,Low
sunflower,summer,high,clay,5.46,1965.6,Low
cotton,rabi,low,clay,7.12,9227.52,High
vegetables,summer,low,clay,7.01,4542.48,Medium
sugarcane,summer,low,loamy,7.32,15811.2,High
soybean,kharif,high,sandy,5.99,3450.24,Medium
soybean,rabi,high,clay,6.74,2911.68,Low
soybean,rabi,moderate,clay,1.45,783.0,Low
maize,summer,low,black,1.26,1005.48,Low
millets,kharif,high,black,1.06,362.52,Low
sunflower,kharif,low,clay,8.47,4573.8,Medium
vegetables,rabi,moderate,clay,8.12,4384.8,Medium
groundnut,kharif,high,loamy,2.91,1513.2,Low
vegetables,summer,moderate,clay,7.25,3915.0,Medium
groundnut,summer,moderate,black,3.06,1889.55,Low
vegetables,summer,moderate,loamy,4.59,2754.0,Low
groundnut,kharif,moderate,clay,4.78,2796.3,Low
sugarcane,kharif,high,sandy,2.21,3818.88,Medium
vegetables,kharif,low,loamy,8.49,6112.8,High
paddy,rabi,moderate,sandy,5.39,9055.2,High
groundnut,rabi,high,clay,7.86,3678.48,Medium
maize,kharif,high,clay,9.35,4712.4,Medium
wheat,summer,high,loamy,4.46,3211.2,Medium
groundnut,kharif,low,black,6.56,4860.96,Medium
cotton,summer,high,black,8.33,7596.96,High
wheat,summer,low,clay,7.61,7396.92,High
sunflower,kharif,high,black,2.49,946.2,Low
groundnut,rabi,moderate,loamy,1.36,884.0,Low
wheat,rabi,low,sandy,5.43,7037.28,High
paddy,summer,high,black,1.12,1191.68,Low
millets,summer,moderate,loamy,1.94,873.0,Low
millets,kharif,low,loamy,4.84,2613.6,Low
groundnut,summer,moderate,loamy,5.1,3315.0,Medium
paddy,kharif,moderate,sandy,4.02,6753.6,High
maize,rabi,high,clay,9.47,4772.88,Medium
soybean,summer,moderate,sandy,9.38,6753.6,High
sugarcane,kharif,moderate,black,7.05,12055.5,High
paddy,kharif,high,sandy,8.69,11679.36,High
groundnut,kharif,moderate,sandy,5.54,4321.2,Medium
millets,kharif,moderate,loamy,0.85,382.5,Low
wheat,rabi,moderate,black,3.44,2941.2,Low
wheat,summer,low,loamy,3.69,3985.2,Medium
cotton,rabi,high,sandy,5.74,6612.48,High
soybean,kharif,high,clay,1.22,527.04,Low
sunflower,summer,high,clay,5.51,1983.6,Low
cotton,rabi,moderate,loamy,4.54,5448.0,Medium
maize,rabi,high,loamy,5.16,2889.6,Low
cotton,rabi,high,clay,0.63,544.32,Low
sugarcane,rabi,high,clay,2.74,3551.04,Medium
cotton,rabi,moderate,clay,0.98,1058.4,Low
wheat,rabi,high,clay,1.81,1172.88,Low
wheat,rabi,moderate,sandy,1.19,1285.2,Low
cotton,kharif,moderate,clay,9.34,10087.2,High
paddy,rabi,moderate,sandy,9.13,15338.4,High
cotton,rabi,moderate,clay,8.03,8672.4,High
sunflower,summer,low,black,5.38,3066.6,Medium
sunflower,kharif,moderate,black,10.0,4750.0,Medium
wheat,summer,low,loamy,4.35,4698.0,Medium
wheat,summer,low,sandy,1.82,2358.72,Low
wheat,rabi,high,black,5.81,3974.04,Medium
paddy,kharif,low,loamy,7.93,13322.4,High
paddy,summer,low,clay,1.59,2404.08,Low
maize,summer,high,sandy,7.91,5315.52,Medium
vegetables,rabi,moderate,clay,1.99,1074.6,Low
cotton,kharif,low,clay,8.32,10782.72,High
millets,kharif,moderate,loamy,1.64,738.0,Low
paddy,kharif,low,clay,3.04,4596.48,Medium
cotton,summer,high,black,1.28,1167.36,Low
soybean,rabi,low,loamy,6.93,4989.6,Medium
paddy,summer,moderate,sandy,7.8,13104.0,High
groundnut,summer,low,loamy,6.16,4804.8,Medium
wheat,summer,low,loamy,1.25,1350.0,Low
maize,kharif,high,clay,3.85,1940.4,Low
soybean,summer,low,loamy,7.51,5407.2,Medium
cotton,rabi,low,sandy,1.3,2246.4,Low
maize,summer,high,sandy,9.24,6209.28,High
paddy,kharif,low,black,4.33,6910.68,High
soybean,summer,moderate,black,8.25,4702.5,Medium
millets,kharif,low,loamy,4.01,2165.4,Low
soybean,rabi,low,loamy,7.38,5313.6,Medium
maize,kharif,low,sandy,8.9,8971.2,High
groundnut,summer,low,clay,8.88,6233.76,High
paddy,kharif,low,clay,8.21,12413.52,High
vegetables,rabi,high,clay,7.7,3326.4,Medium
paddy,kharif,high,clay,2.0,2016.0,Low
sunflower,kharif,moderate,clay,1.04,468.0,Low
wheat,summer,moderate,loamy,8.81,7929.0,High
cotton,kharif,low,sandy,0.95,1641.6,Low
soybean,summer,low,sandy,2.59,2237.76,Low
wheat,summer,moderate,black,1.82,1556.1,Low
vegetables,kharif,high,sandy,1.25,720.0,Low
vegetables,summer,low,loamy,8.2,5904.0,Medium
sunflower,kharif,high,sandy,5.22,2505.6,Low
groundnut,kharif,low,loamy,8.38,6536.4,High
sunflower,kharif,high,clay,8.2,2952.0,Low
vegetables,rabi,moderate,sandy,9.21,6631.2,High
groundnut,rabi,moderate,sandy,2.06,1606.8,Low
soybean,kharif,low,loamy,4.75,3420.0,Medium
sugarcane,rabi,moderate,black,2.16,3693.6,Medium
sunflower,kharif,moderate,black,0.79,375.25,Low
sugarcane,kharif,moderate,loamy,3.53,6354.0,High
soybean,rabi,moderate,sandy,5.18,3729.6,Medium
sugarcane,rabi,low,clay,1.88,3654.72,Medium
wheat,rabi,moderate,loamy,5.32,4788.0,Medium
groundnut,summer,moderate,clay,0.99,579.15,Low
wheat,kharif,low,sandy,6.61,8566.56,High
maize,rabi,low,loamy,6.36,5342.4,Medium
maize,kharif,high,black,2.09,1111.88,Low
vegetables,rabi,moderate,clay,2.37,1279.8,Low
wheat,summer,moderate,loamy,5.81,5229.0,Medium
paddy,rabi,moderate,black,8.92,11863.6,High
groundnut,rabi,low,clay,2.09,1467.18,Low
sunflower,rabi,low,clay,2.48,1339.2,Low
groundnut,summer,low,clay,6.15,4317.3,Medium
millets,summer,high,black,3.55,1214.1,Low
sunflower,kharif,moderate,sandy,6.93,4158.0,Medium
millets,summer,high,clay,9.44,3058.56,Medium
wheat,rabi,low,sandy,8.13,10536.48,High
maize,rabi,low,black,8.54,6814.92,High
maize,summer,low,sandy,5.25,5292.0,Medium
cotton,kharif,moderate,clay,2.07,2235.6,Low
cotton,rabi,low,black,1.58,2161.44,Low
paddy,rabi,low,sandy,9.95,20059.2,High
groundnut,summer,low,clay,5.22,3664.44,Medium
cotton,rabi,low,clay,6.13,7944.48,High
maize,rabi,moderate,clay,4.92,3099.6,Medium
paddy,rabi,low,clay,4.58,6924.96,High
sugarcane,rabi,low,loamy,8.23,17776.8,High
millets,summer,moderate,black,8.79,3757.72,Medium
sugarcane,summer,high,clay,3.77,4885.92,Medium
soybean,summer,low,black,2.28,1559.52,Low
cotton,kharif,low,black,3.03,4145.04,Medium
wheat,summer,moderate,black,3.53,3018.15,Medium
cotton,rabi,high,black,1.43,1304.16,Low
groundnut,kharif,low,clay,6.52,4577.04,Medium
groundnut,kharif,low,sandy,7.11,6654.96,High
sugarcane,kharif,moderate,loamy,9.16,16488.0,High
maize,rabi,high,black,6.55,3484.6,Medium
soybean,summer,high,clay,2.48,1071.36,Low
paddy,kharif,low,loamy,9.96,16732.8,High
millets,summer,high,loamy,0.98,352.8,Low
paddy,summer,moderate,loamy,9.88,13832.0,High
millets,rabi,low,loamy,5.84,3153.6,Medium
millets,summer,low,black,1.81,928.53,Low
sugarcane,kharif,low,sandy,3.27,8475.84,High
paddy,summer,moderate,clay,3.22,4057.2,Medium
paddy,summer,high,loamy,1.98,2217.6,Low
vegetables,kharif,moderate,clay,7.0,3780.0,Medium
paddy,kharif,moderate,clay,7.35,9261.0,High
vegetables,rabi,moderate,clay,2.4,1296.0,Low
cotton,rabi,low,sandy,9.05,15638.4,High
paddy,summer,moderate,black,4.2,5586.0,Medium
vegetables,kharif,high,black,4.05,1846.8,Low
groundnut,rabi,moderate,clay,4.62,2702.7,Low
cotton,kharif,moderate,black,9.03,10294.2,High
cotton,kharif,moderate,clay,7.42,8013.6,High
sunflower,summer,high,clay,2.5,900.0,Low
cotton,kharif,high,black,6.33,5772.96,Medium
wheat,rabi,high,black,6.96,4760.64,Medium
groundnut,kharif,low,clay,8.86,6219.72,High
soybean,summer,low,black,2.12,1450.08,Low
millets,kharif,moderate,black,7.85,3355.88,Medium
cotton,kharif,low,clay,3.75,4860.0,Medium
sunflower,kharif,low,sandy,9.25,6660.0,High
sunflower,rabi,moderate,loamy,4.0,2000.0,Low
groundnut,rabi,moderate,black,8.93,5514.27,Medium
millets,rabi,high,clay,9.08,2941.92,Low
sunflower,summer,moderate,sandy,6.24,3744.0,Medium
sugarcane,kharif,moderate,loamy,7.31,13158.0,High
cotton,kharif,high,clay,6.35,5486.4,Medium
groundnut,rabi,low,sandy,5.0,4680.0,Medium
cotton,kharif,high,clay,3.74,3231.36,Medium
cotton,summer,high,sandy,5.56,6405.12,High
paddy,rabi,high,black,5.59,5947.76,Medium
millets,kharif,high,loamy,1.13,406.8,Low
sugarcane,rabi,high,clay,3.48,4510.08,Medium
wheat,kharif,moderate,sandy,1.61,1738.8,Low
soybean,rabi,low,loamy,3.61,2599.2,Low
sunflower,summer,moderate,black,5.97,2835.75,Low
sugarcane,kharif,moderate,clay,4.7,7614.0,High
sugarcane,rabi,low,black,1.04,2134.08,Low
soybean,summer,high,sandy,7.41,4268.16,Medium
maize,kharif,high,loamy,3.01,1685.6,Low
wheat,kharif,low,loamy,8.45,9126.0,High
wheat,summer,low,black,0.89,913.14,Low
cotton,kharif,high,loamy,6.78,6508.8,High
groundnut,rabi,high,loamy,4.2,2184.0,Low
millets,kharif,moderate,clay,4.03,1632.15,Low
sunflower,rabi,moderate,black,8.4,3990.0,Medium
groundnut,rabi,high,loamy,6.32,3286.4,Medium
millets,kharif,high,clay,1.12,362.88,Low
sugarcane,kharif,moderate,loamy,8.08,14544.0,High
sunflower,rabi,low,black,4.75,2707.5,Low
soybean,rabi,low,clay,8.05,5216.4,Medium
soybean,kharif,moderate,clay,4.68,2527.2,Low
vegetables,rabi,moderate,loamy,9.58,5748.0,Medium
millets,summer,low,black,3.64,1867.32,Low
groundnut,rabi,high,sandy,9.65,6021.6,High
vegetables,rabi,moderate,sandy,7.58,5457.6,Medium
soybean,kharif,low,clay,9.05,5864.4,Medium
millets,kharif,low,clay,1.67,811.62,Low
paddy,summer,high,sandy,6.21,8346.24,High
paddy,rabi,moderate,sandy,9.38,15758.4,High
sugarcane,rabi,moderate,black,8.16,13953.6,High
wheat,kharif,high,loamy,7.02,5054.4,Medium
paddy,summer,high,sandy,2.4,3225.6,Medium
maize,kharif,moderate,clay,1.09,686.7,Low
groundnut,rabi,high,clay,3.02,1413.36,Low
soybean,kharif,low,clay,9.8,6350.4,High
groundnut,rabi,moderate,sandy,3.93,3065.4,Medium
groundnut,summer,low,sandy,5.63,5269.68,Medium
millets,kharif,high,sandy,5.23,2259.36,Low
groundnut,kharif,low,clay,6.69,4696.38,Medium
cotton,rabi,low,loamy,2.85,4104.0,Medium
wheat,kharif,high,black,4.86,3324.24,Medium
wheat,rabi,high,clay,2.35,1522.8,Low
sunflower,summer,high,loamy,8.66,3464.0,Medium
sugarcane,summer,high,loamy,7.82,11260.8,High
wheat,summer,high,black,3.19,2181.96,Low
millets,kharif,moderate,sandy,0.92,496.8,Low
wheat,rabi,high,sandy,4.81,4155.84,Medium
vegetables,rabi,high,clay,5.99,2587.68,Low
sugarcane,summer,high,black,3.66,5006.88,Medium
millets,rabi,high,clay,7.33,2374.92,Low
sugarcane,kharif,moderate,black,6.76,11559.6,High
sugarcane,rabi,low,clay,0.97,1885.68,Low
paddy,summer,high,black,7.23,7692.72,High
wheat,summer,high,black,3.95,2701.8,Low
sunflower,summer,low,loamy,6.22,3732.0,Medium
vegetables,kharif,high,clay,9.14,3948.48,Medium
groundnut,kharif,moderate,loamy,4.97,3230.5,Medium
millets,summer,low,black,3.87,1985.31,Low
cotton,kharif,low,loamy,3.92,5644.8,Medium
cotton,rabi,high,black,2.6,2371.2,Low
soybean,rabi,moderate,black,9.14,5209.8,Medium
cotton,kharif,moderate,clay,4.53,4892.4,Medium
soybean,summer,high,loamy,6.91,3316.8,Medium
sugarcane,summer,high,clay,6.66,8631.36,High
cotton,rabi,high,clay,8.02,6929.28,High
paddy,kharif,high,loamy,7.09,7940.8,High
wheat,kharif,high,sandy,7.38,6376.32,High
sunflower,rabi,high,black,5.09,1934.2,Low
maize,rabi,moderate,loamy,1.94,1358.0,Low
vegetables,kharif,moderate,sandy,8.62,6206.4,High
wheat,kharif,high,black,7.28,4979.52,Medium
maize,summer,low,sandy,9.07,9142.56,High
soybean,rabi,low,clay,6.62,4289.76,Medium
sunflower,kharif,moderate,black,5.42,2574.5,Low
cotton,summer,low,clay,8.77,11365.92,High
sunflower,rabi,high,sandy,6.02,2889.6,Low
soybean,summer,moderate,clay,5.08,2743.2,Low
sugarcane,kharif,moderate,loamy,1.75,3150.0,Medium
millets,summer,low,sandy,7.96,5158.08,Medium
cotton,kharif,moderate,clay,4.06,4384.8,Medium
vegetables,rabi,low,clay,1.84,1192.32,Low
vegetables,kharif,low,sandy,2.63,2272.32,Low
groundnut,summer,low,clay,8.94,6275.88,High
groundnut,rabi,low,loamy,6.14,4789.2,Medium
groundnut,rabi,moderate,loamy,7.29,4738.5,Medium
sunflower,kharif,low,sandy,6.86,4939.2,Medium
groundnut,summer,moderate,loamy,6.14,3991.0,Medium
maize,kharif,low,loamy,8.64,7257.6,High
sugarcane,rabi,high,sandy,6.17,10661.76,High
paddy,kharif,moderate,clay,0.66,831.6,Low
soybean,kharif,moderate,black,7.0,3990.0,Medium
cotton,kharif,moderate,sandy,5.94,8553.6,High
vegetables,rabi,low,loamy,7.97,5738.4,Medium
sunflower,kharif,moderate,loamy,0.87,435.0,Low
millets,rabi,moderate,sandy,8.84,4773.6,Medium
soybean,kharif,high,clay,5.54,2393.28,Low
sugarcane,rabi,high,clay,5.95,7711.2,High
wheat,rabi,low,sandy,9.58,12415.68,High
soybean,rabi,moderate,sandy,1.37,986.4,Low
cotton,summer,high,clay,4.39,3792.96,Medium
vegetables,kharif,moderate,black,4.16,2371.2,Low
maize,kharif,high,black,3.37,1792.84,Low
groundnut,rabi,high,sandy,3.15,1965.6,Low
wheat,kharif,moderate,loamy,6.06,5454.0,Medium
sugarcane,rabi,high,black,8.76,11983.68,High
maize,rabi,high,sandy,4.86,3265.92,Medium
maize,rabi,high,clay,2.57,1295.28,Low
millets,summer,moderate,clay,1.42,575.1,Low
wheat,rabi,high,clay,4.12,2669.76,Low
sunflower,kharif,low,black,0.54,307.8,Low
sunflower,summer,moderate,black,2.27,1078.25,Low
sugarcane,rabi,low,black,9.46,19411.92,High
soybean,rabi,low,sandy,4.63,4000.32,Medium
millets,kharif,low,loamy,5.89,3180.6,Medium
cotton,rabi,moderate,clay,3.23,3488.4,Medium
soybean,kharif,high,loamy,4.58,2198.4,Low
vegetables,rabi,high,black,2.01,916.56,Low
soybean,summer,high,clay,6.58,2842.56,Low
wheat,rabi,high,sandy,7.65,6609.6,High
wheat,kharif,moderate,black,3.98,3402.9,Medium
groundnut,rabi,high,clay,4.55,2129.4,Low
soybean,summer,high,clay,1.77,764.64,Low
sugarcane,summer,low,sandy,9.29,24079.68,High
paddy,rabi,high,clay,1.61,1622.88,Low
millets,rabi,moderate,clay,1.1,445.5,Low
soybean,kharif,high,black,4.15,1892.4,Low
millets,kharif,high,loamy,0.91,327.6,Low
cotton,rabi,high,black,1.16,1057.92,Low
soybean,rabi,low,loamy,3.88,2793.6,Low
sugarcane,rabi,high,clay,8.23,10666.08,High
soybean,summer,moderate,loamy,7.11,4266.0,Medium
sugarcane,kharif,moderate,clay,8.59,13915.8,High
vegetables,summer,low,clay,7.78,5041.44,Medium
maize,summer,moderate,black,4.29,2852.85,Low
sunflower,summer,low,black,3.61,2057.7,Low
sunflower,summer,high,sandy,2.43,1166.4,Low
soybean,rabi,moderate,clay,5.14,2775.6,Low
maize,kharif,low,loamy,7.12,5980.8,Medium
maize,kharif,moderate,sandy,7.2,6048.0,High
cotton,rabi,moderate,loamy,3.66,4392.0,Medium
maize,rabi,moderate,sandy,5.27,4426.8,Medium
wheat,rabi,moderate,sandy,5.95,6426.0,High
paddy,summer,low,clay,4.43,6698.16,High
sunflower,summer,high,clay,2.68,964.8,Low
cotton,rabi,high,black,9.64,8791.68,High
sunflower,summer,high,clay,2.5,900.0,Low
soybean,rabi,low,clay,2.48,1607.04,Low
soybean,rabi,moderate,clay,7.71,4163.4,Medium
wheat,summer,low,black,5.03,5160.78,Medium
sugarcane,summer,moderate,black,5.23,8943.3,High
vegetables,rabi,low,clay,1.74,1127.52,Low
cotton,summer,high,sandy,5.21,6001.92,High
millets,rabi,low,clay,4.0,1944.0,Low
sunflower,summer,moderate,sandy,1.23,738.0,Low
paddy,summer,low,black,9.01,14379.96,High
cotton,kharif,moderate,sandy,2.75,3960.0,Medium
sunflower,summer,moderate,sandy,9.06,5436.0,Medium
vegetables,rabi,low,clay,1.97,1276.56,Low
millets,kharif,moderate,sandy,6.76,3650.4,Medium
millets,kharif,high,black,8.26,2824.92,Low
sunflower,summer,low,black,8.53,4862.1,Medium
millets,summer,moderate,loamy,5.32,2394.0,Low
millets,kharif,moderate,black,2.8,1197.0,Low
millets,kharif,low,sandy,5.32,3447.36,Medium
maize,summer,high,loamy,8.42,4715.2,Medium
wheat,kharif,moderate,loamy,8.27,7443.0,High
millets,rabi,high,sandy,5.67,2449.44,Low
groundnut,summer,high,black,7.23,3571.62,Medium
cotton,rabi,moderate,clay,4.56,4924.8,Medium
wheat,summer,low,loamy,5.5,5940.0,Medium
vegetables,rabi,low,loamy,4.89,3520.8,Medium
maize,kharif,high,loamy,6.15,3444.0,Medium
cotton,rabi,moderate,clay,6.04,6523.2,High
millets,summer,moderate,sandy,2.08,1123.2,Low
soybean,kharif,low,clay,6.85,4438.8,Medium
cotton,rabi,high,black,7.04,6420.48,High
maize,summer,high,sandy,6.36,4273.92,Medium
wheat,rabi,high,clay,4.19,2715.12,Low
vegetables,summer,high,black,6.05,2758.8,Low
sugarcane,rabi,low,loamy,1.28,2764.8,Low
sugarcane,summer,moderate,sandy,0.59,1274.4,Low
sunflower,kharif,high,clay,6.51,2343.6,Low
sunflower,rabi,low,black,5.14,2929.8,Low
sugarcane,rabi,high,loamy,7.57,10900.8,High
sunflower,summer,moderate,sandy,7.04,4224.0,Medium
vegetables,summer,low,black,1.48,1012.32,Low
vegetables,summer,low,sandy,7.45,6436.8,High
sugarcane,summer,low,black,2.81,5766.12,Medium
maize,summer,moderate,black,1.33,884.45,Low
vegetables,kharif,high,loamy,8.74,4195.2,Medium
wheat,kharif,high,sandy,5.69,4916.16,Medium
cotton,rabi,high,black,5.73,5225.76,Medium
wheat,kharif,high,clay,1.17,758.16,Low
maize,kharif,low,loamy,8.98,7543.2,High
cotton,rabi,high,sandy,5.58,6428.16,High
sunflower,summer,high,black,9.86,3746.8,Medium
millets,kharif,moderate,clay,2.33,943.65,Low
sunflower,rabi,high,black,3.55,1349.0,Low
paddy,rabi,low,sandy,7.72,15563.52,High
vegetables,rabi,low,sandy,8.42,7274.88,High
paddy,summer,low,clay,3.31,5004.72,Medium
sugarcane,kharif,low,loamy,2.52,5443.2,Medium
cotton,kharif,low,loamy,2.23,3211.2,Medium
paddy,summer,moderate,black,2.4,3192.0,Medium
wheat,rabi,moderate,loamy,3.06,2754.0,Low
soybean,summer,high,loamy,9.3,4464.0,Medium
millets,summer,moderate,sandy,4.53,2446.2,Low
cotton,summer,high,black,5.82,5307.84,Medium
wheat,kharif,high,sandy,5.13,4432.32,Medium
millets,summer,high,black,3.59,1227.78,Low
vegetables,kharif,high,loamy,4.18,2006.4,Low
paddy,summer,high,black,2.5,2660.0,Low
sugarcane,kharif,moderate,sandy,8.34,18014.4,High
sugarcane,summer,low,clay,9.29,18059.76,High
groundnut,kharif,low,sandy,9.95,9313.2,High
wheat,summer,low,loamy,0.54,583.2,Low
vegetables,summer,low,black,9.83,6723.72,High
sunflower,kharif,moderate,sandy,1.31,786.0,Low
sunflower,summer,low,sandy,8.51,6127.2,High
vegetables,kharif,moderate,sandy,4.92,3542.4,Medium
groundnut,summer,high,sandy,6.08,3793.92,Medium
soybean,kharif,high,sandy,3.82,2200.32,Low
millets,kharif,high,black,8.78,3002.76,Medium
vegetables,kharif,high,black,4.03,1837.68,Low
groundnut,kharif,low,clay,9.27,6507.54,High
maize,kharif,high,black,3.6,1915.2,Low
groundnut,summer,low,loamy,1.02,795.6,Low
millets,rabi,moderate,black,1.9,812.25,Low
maize,rabi,moderate,clay,6.92,4359.6,Medium
wheat,kharif,low,sandy,2.98,3862.08,Medium
paddy,summer,low,clay,7.92,11975.04,High
sugarcane,summer,high,clay,3.61,4678.56,Medium
maize,kharif,low,clay,1.4,1058.4,Low
vegetables,summer,high,black,4.9,2234.4,Low
vegetables,summer,moderate,black,6.99,3984.3,Medium
soybean,summer,moderate,black,5.57,3174.9,Medium
groundnut,rabi,low,loamy,8.31,6481.8,High
wheat,summer,moderate,clay,5.49,4446.9,Medium
sugarcane,summer,low,clay,6.44,12519.36,High
sugarcane,summer,low,sandy,3.49,9046.08,High
cotton,summer,moderate,clay,4.78,5162.4,Medium
wheat,summer,moderate,loamy,3.3,2970.0,Low
sugarcane,rabi,low,loamy,3.81,8229.6,High
cotton,kharif,low,sandy,4.66,8052.48,High
wheat,rabi,high,clay,2.52,1632.96,Low
millets,rabi,high,sandy,7.52,3248.64,Medium
maize,kharif,high,clay,1.48,745.92,Low
wheat,rabi,moderate,sandy,3.76,4060.8,Medium
millets,kharif,high,sandy,4.08,1762.56,Low
groundnut,kharif,high,loamy,4.0,2080.0,Low
millets,summer,moderate,clay,4.86,1968.3,Low
vegetables,summer,low,sandy,8.02,6929.28,High
groundnut,rabi,moderate,black,2.09,1290.58,Low
millets,summer,moderate,sandy,1.48,799.2,Low
paddy,summer,low,black,5.4,8618.4,High
paddy,kharif,moderate,clay,3.79,4775.4,Medium
paddy,summer,moderate,sandy,9.31,15640.8,High
groundnut,rabi,low,sandy,7.11,6654.96,High
millets,summer,low,black,3.41,1749.33,Low
vegetables,summer,low,clay,4.46,2890.08,Low
