water_source,area_type,tds,bacteria_level,turbidity,safety_status
pond,rural,997,79,19,Unsafe
well,semi-urban,597,96,4,Warning
borewell,urban,881,55,17,Warning
pond,semi-urban,970,5,2,Warning
well,semi-urban,1372,82,13,Unsafe
pond,rural,209,51,9,Unsafe
well,urban,1340,0,20,Warning
well,rural,142,97,3,Warning
tap,semi-urban,829,74,6,Safe
borewell,rural,1290,39,20,Safe
tap,semi-urban,1030,95,4,Safe
pond,urban,1394,56,17,Unsafe
borewell,rural,1032,21,1,Safe
well,urban,843,24,14,Warning
river,rural,165,10,19,Warning
tap,semi-urban,157,43,6,Safe
well,semi-urban,1394,86,2,Warning
tap,rural,1157,35,13,Safe
tanker,rural,795,54,10,Warning
tanker,semi-urban,922,77,17,Unsafe
pond,urban,1468,45,6,Unsafe
tanker,rural,915,59,3,Warning
borewell,rural,925,3,18,Safe
tanker,semi-urban,595,58,5,Warning
well,urban,339,24,2,Warning
tap,semi-urban,518,1,7,Safe
river,urban,1500,94,4,Unsafe
river,semi-urban,1328,84,11,Unsafe
borewell,rural,1071,12,18,Safe
well,rural,175,56,2,Warning
borewell,semi-urban,943,13,4,Safe
tanker,urban,1443,65,9,Unsafe
river,rural,1063,97,17,Unsafe
tap,rural,1284,50,4,Safe
river,urban,908,41,9,Warning
tap,semi-urban,763,59,12,Safe
river,rural,718,2,18,Warning
well,urban,817,70,8,Warning
well,rural,1223,17,11,Warning
well,urban,538,54,4,Warning
tanker,urban,852,90,8,Unsafe
borewell,semi-urban,1101,0,6,Safe
pond,rural,859,17,16,Unsafe
tanker,urban,779,76,2,Warning
river,urban,1410,21,6,Warning
tanker,urban,620,32,6,Warning
tap,rural,1227,36,18,Safe
tap,semi-urban,1129,77,1,Safe
river,urban,836,3,4,Warning
tap,urban,1220,86,13,Warning
river,urban,1010,10,8,Warning
borewell,urban,246,35,13,Safe
pond,urban,769,95,4,Unsafe
tanker,urban,488,31,12,Warning
tap,rural,1471,56,8,Safe
river,rural,210,72,20,Unsafe
borewell,urban,1266,100,12,Warning
well,semi-urban,1147,48,9,Warning
tanker,semi-urban,1157,92,9,Unsafe
tanker,semi-urban,155,40,4,Warning
river,rural,1302,2,1,Warning
river,semi-urban,1137,20,18,Unsafe
tap,urban,901,92,1,Safe
river,urban,1200,10,7,Warning
tap,semi-urban,1111,9,10,Safe
river,urban,697,30,10,Warning
pond,rural,1024,8,10,Warning
well,rural,1401,81,11,Warning
borewell,rural,534,60,17,Warning
river,semi-urban,221,27,10,Warning
river,semi-urban,1253,23,11,Warning
river,rural,763,90,3,Unsafe
well,urban,1440,2,20,Warning
well,semi-urban,1290,17,7,Warning
borewell,urban,456,50,17,Warning
tanker,urban,752,73,3,Warning
tap,semi-urban,1458,98,6,Warning
borewell,rural,985,45,14,Safe
well,semi-urban,966,52,8,Warning
pond,urban,862,9,4,Warning
well,rural,630,90,18,Unsafe
well,rural,889,4,4,Safe
borewell,semi-urban,1384,17,19,Safe
river,semi-urban,1282,55,3,Warning
tap,urban,716,69,3,Safe
river,semi-urban,1010,8,6,Warning
pond,semi-urban,1395,99,3,Unsafe
well,rural,1438,54,11,Warning
well,semi-urban,153,66,15,Warning
well,urban,137,17,1,Safe
tap,semi-urban,656,28,1,Safe
river,urban,1271,79,11,Unsafe
tanker,semi-urban,972,39,14,Warning
borewell,rural,1040,33,11,Safe
pond,semi-urban,470,58,19,Unsafe
river,semi-urban,1028,73,16,Unsafe
well,rural,1448,78,2,Warning
tanker,rural,993,11,18,Warning
tanker,urban,203,3,6,Warning
tanker,semi-urban,1473,91,19,Unsafe
borewell,semi-urban,723,52,7,Safe
tanker,semi-urban,1167,49,8,Warning
tap,semi-urban,1146,50,11,Safe
tanker,rural,359,58,5,Warning
river,rural,860,86,11,Unsafe
tap,semi-urban,487,87,17,Warning
tanker,semi-urban,350,99,3,Unsafe
tanker,rural,1412,36,7,Warning
river,rural,353,34,4,Warning
well,rural,1192,65,7,Warning
well,urban,137,31,6,Warning
river,semi-urban,698,80,16,Unsafe
borewell,semi-urban,1322,55,17,Warning
river,semi-urban,1151,57,15,Unsafe
river,rural,878,1,20,Warning
tanker,semi-urban,1049,45,16,Unsafe
well,rural,132,19,2,Warning
tap,urban,325,30,6,Safe
tap,urban,782,90,17,Warning
tanker,semi-urban,776,63,19,Unsafe
tap,rural,1236,71,12,Safe
river,rural,738,20,20,Unsafe
tanker,rural,572,5,5,Warning
well,rural,585,93,13,Unsafe
well,urban,600,2,12,Warning
tap,rural,319,45,18,Safe
borewell,semi-urban,326,64,14,Warning
well,urban,1264,63,18,Warning
pond,rural,1118,71,20,Unsafe
tanker,urban,551,42,1,Warning
well,rural,450,24,13,Warning
tanker,rural,613,2,4,Warning
pond,urban,882,90,9,Unsafe
pond,semi-urban,674,57,9,Unsafe
well,semi-urban,1089,87,12,Unsafe
pond,semi-urban,1489,85,9,Unsafe
tap,urban,813,43,8,Safe
tap,rural,1170,51,2,Safe
well,semi-urban,621,59,4,Warning
tap,rural,980,80,4,Safe
tap,rural,489,30,13,Safe
borewell,semi-urban,1181,68,3,Safe
river,urban,1085,95,11,Unsafe
river,semi-urban,1386,71,20,Unsafe
river,rural,1258,99,3,Unsafe
pond,urban,1497,4,12,Warning
borewell,rural,169,18,20,Safe
tanker,rural,987,100,10,Unsafe
tap,urban,782,64,1,Safe
well,rural,448,23,3,Warning
tanker,semi-urban,248,12,10,Warning
borewell,urban,1137,96,18,Warning
tanker,rural,1278,84,14,Unsafe
borewell,urban,788,54,12,Safe
borewell,urban,1465,2,15,Safe
borewell,rural,1179,76,4,Safe
tap,urban,691,74,2,Safe
river,urban,850,65,14,Unsafe
tap,urban,557,12,4,Safe
tanker,urban,1097,94,11,Unsafe
tanker,rural,1434,59,13,Unsafe
well,semi-urban,252,73,17,Unsafe
borewell,semi-urban,1234,83,17,Warning
well,rural,1113,4,9,Warning
pond,urban,747,31,18,Unsafe
borewell,urban,1483,88,9,Warning
well,semi-urban,293,39,3,Warning
tap,rural,451,11,15,Safe
tap,rural,323,94,10,Warning
river,urban,829,32,11,Warning
tap,urban,1394,89,16,Warning
tanker,rural,1309,83,11,Unsafe
tap,semi-urban,854,56,19,Warning
river,rural,262,88,8,Unsafe
borewell,urban,1160,5,6,Safe
borewell,urban,120,49,7,Safe
well,rural,288,22,9,Warning
borewell,rural,391,37,19,Safe
river,semi-urban,719,24,19,Unsafe
well,semi-urban,427,87,16,Unsafe
tanker,semi-urban,1174,77,3,Warning
borewell,semi-urban,306,70,14,Warning
well,semi-urban,1467,59,7,Warning
well,urban,1071,33,12,Warning
river,rural,1439,74,11,Unsafe
well,semi-urban,912,36,19,Warning
tap,semi-urban,1454,43,3,Safe
river,rural,706,82,16,Unsafe
river,urban,376,84,12,Unsafe
pond,semi-urban,1488,52,2,Warning
tap,semi-urban,1042,26,18,Safe
well,urban,725,47,3,Warning
well,urban,910,11,16,Warning
river,urban,952,94,15,Unsafe
borewell,urban,695,16,1,Safe
tap,urban,835,89,7,Safe
tanker,urban,1407,78,18,Unsafe
well,rural,1378,76,11,Warning
tanker,rural,499,15,4,Warning
well,rural,599,6,5,Warning
well,urban,102,65,10,Warning
tap,rural,744,58,7,Safe
tap,rural,860,34,18,Safe
pond,semi-urban,1052,78,12,Unsafe
well,semi-urban,229,50,19,Warning
river,urban,194,44,7,Warning
pond,urban,322,78,6,Unsafe
river,urban,1123,53,10,Unsafe
borewell,semi-urban,906,69,8,Safe
well,rural,1320,63,5,Warning
river,rural,1398,97,1,Unsafe
well,rural,816,18,13,Warning
borewell,semi-urban,229,1,16,Safe
well,semi-urban,1091,69,19,Unsafe
tanker,urban,541,20,12,Warning
well,urban,1238,21,19,Warning
borewell,rural,1250,95,8,Warning
borewell,urban,338,61,9,Safe
tanker,semi-urban,609,5,4,Warning
tap,urban,899,98,13,Warning
tanker,rural,1346,92,6,Unsafe
tanker,urban,1353,10,16,Warning
well,rural,564,45,4,Warning
well,rural,486,77,10,Warning
well,urban,1080,63,14,Warning
tanker,urban,464,82,19,Unsafe
well,rural,853,46,1,Warning
well,rural,947,60,8,Warning
well,rural,873,29,10,Warning
well,urban,1363,83,12,Warning
borewell,urban,1046,12,1,Safe
tanker,urban,481,44,18,Unsafe
borewell,urban,482,57,18,Warning
borewell,urban,165,14,11,Safe
tanker,urban,950,30,3,Warning
borewell,rural,532,71,18,Warning
pond,rural,609,57,9,Unsafe
borewell,urban,320,31,16,Safe
well,rural,1017,57,1,Warning
well,urban,214,14,7,Warning
tap,rural,587,9,20,Safe
pond,semi-urban,663,13,18,Unsafe
tanker,semi-urban,547,74,18,Unsafe
river,semi-urban,1068,33,6,Warning
well,rural,737,37,4,Warning
pond,rural,470,33,8,Warning
river,semi-urban,359,82,14,Unsafe
pond,semi-urban,157,32,1,Warning
tanker,urban,356,95,13,Unsafe
well,rural,1480,54,4,Warning
well,semi-urban,351,86,2,Warning
borewell,rural,1024,77,11,Warning
pond,rural,648,65,17,Unsafe
river,urban,700,85,8,Unsafe
well,semi-urban,870,12,15,Warning
well,rural,1273,2,7,Warning
tanker,semi-urban,1249,100,10,Unsafe
tap,rural,1348,88,20,Warning
pond,semi-urban,1346,67,7,Unsafe
tanker,semi-urban,1460,14,8,Warning
borewell,urban,951,99,17,Warning
river,urban,606,58,19,Unsafe
pond,rural,1218,69,6,Unsafe
pond,semi-urban,661,90,2,Unsafe
tanker,rural,702,39,1,Warning
tanker,urban,1251,56,5,Warning
river,rural,1349,80,1,Unsafe
well,rural,645,33,5,Warning
tap,semi-urban,901,86,16,Warning
well,rural,435,36,13,Warning
borewell,urban,1235,35,6,Safe
pond,semi-urban,660,47,6,Unsafe
tap,urban,1265,73,3,Safe
river,semi-urban,142,5,19,Warning
river,rural,629,28,17,Unsafe
borewell,urban,251,40,20,Safe
tap,semi-urban,1161,94,17,Warning
pond,semi-urban,227,99,15,Unsafe
river,semi-urban,450,76,8,Unsafe
river,rural,414,26,10,Warning
tap,semi-urban,1303,85,11,Warning
borewell,rural,567,74,13,Warning
pond,semi-urban,125,0,5,Warning
well,rural,244,6,6,Warning
river,semi-urban,1243,68,8,Unsafe
pond,rural,1263,90,16,Unsafe
well,semi-urban,1214,0,19,Warning
tanker,semi-urban,500,88,5,Unsafe
borewell,urban,916,22,14,Safe
borewell,semi-urban,679,82,8,Warning
river,semi-urban,159,80,13,Unsafe
river,rural,423,35,3,Warning
well,rural,391,49,20,Warning
borewell,semi-urban,1399,12,20,Safe
well,urban,382,19,7,Warning
river,urban,1150,21,5,Warning
tanker,rural,949,53,15,Unsafe
tap,rural,425,68,20,Warning
river,rural,1219,10,19,Warning
well,urban,756,89,18,Unsafe
tap,rural,506,83,18,Warning
river,urban,1054,56,17,Unsafe
tanker,semi-urban,294,96,8,Unsafe
borewell,rural,168,78,3,Safe
river,semi-urban,1030,89,1,Unsafe
borewell,urban,1253,54,2,Safe
tanker,rural,1028,3,16,Warning
pond,rural,971,31,15,Unsafe
river,rural,548,54,11,Unsafe
tanker,semi-urban,519,78,16,Unsafe
river,urban,337,97,9,Unsafe
tanker,rural,535,97,19,Unsafe
pond,rural,217,74,10,Unsafe
pond,semi-urban,1447,83,2,Unsafe
tanker,rural,534,70,14,Unsafe
river,rural,323,62,8,Unsafe
borewell,rural,495,15,2,Safe
tanker,semi-urban,271,100,8,Unsafe
pond,rural,830,32,4,Warning
tap,urban,1177,56,9,Safe
tanker,rural,969,69,12,Unsafe
tanker,semi-urban,761,9,4,Warning
pond,urban,169,59,8,Unsafe
tanker,semi-urban,530,11,9,Warning
pond,urban,419,100,13,Unsafe
borewell,urban,1408,92,7,Warning
tap,urban,804,70,6,Safe
well,semi-urban,500,8,4,Safe
river,urban,1369,88,19,Unsafe
borewell,rural,331,68,8,Safe
tanker,rural,600,85,16,Unsafe
borewell,semi-urban,1259,76,8,Safe
tanker,urban,1378,45,7,Warning
pond,semi-urban,258,96,17,Unsafe
borewell,urban,1078,20,14,Safe
well,urban,305,16,9,Warning
borewell,urban,1185,83,9,Warning
river,urban,1409,81,1,Unsafe
river,rural,891,62,7,Unsafe
borewell,rural,1168,11,16,Safe
borewell,urban,384,52,19,Warning
well,rural,214,36,1,Warning
tap,urban,157,5,11,Safe
well,urban,927,29,8,Warning
tanker,semi-urban,1368,86,7,Unsafe
river,semi-urban,231,95,5,Unsafe
borewell,rural,471,83,3,Safe
borewell,semi-urban,1023,29,9,Safe
river,semi-urban,1128,20,1,Warning
borewell,semi-urban,945,97,7,Warning
tanker,rural,1440,55,9,Warning
tap,semi-urban,420,20,5,Safe
river,urban,172,1,1,Warning
borewell,semi-urban,373,19,9,Safe
tap,urban,216,26,5,Safe
river,rural,649,63,9,Unsafe
borewell,semi-urban,241,30,19,Safe
river,urban,1212,63,11,Unsafe
river,urban,1261,4,1,Warning
tanker,rural,630,79,7,Unsafe
tanker,rural,1445,23,5,Warning
river,rural,361,70,16,Unsafe
well,rural,379,2,14,Warning
river,urban,345,19,17,Warning
borewell,semi-urban,1024,76,19,Warning
river,urban,1217,80,7,Unsafe
well,urban,1151,80,15,Unsafe
borewell,semi-urban,158,16,5,Safe
tanker,rural,1283,62,6,Warning
tap,urban,620,27,14,Safe
river,rural,404,38,8,Warning
borewell,semi-urban,707,99,14,Warning
tanker,rural,797,20,10,Warning
tanker,urban,826,58,14,Unsafe
tanker,semi-urban,261,56,7,Warning
pond,semi-urban,708,22,1,Warning
tanker,rural,1222,19,18,Warning
pond,semi-urban,389,78,1,Unsafe
borewell,urban,1258,69,12,Warning
tanker,urban,535,49,14,Unsafe
tap,urban,638,23,9,Safe
pond,rural,402,8,14,Warning
tanker,rural,150,43,1,Warning
pond,urban,302,36,1,Warning
tanker,rural,270,5,6,Warning
well,rural,634,71,8,Warning
tap,rural,1228,35,20,Safe
borewell,rural,1425,12,3,Safe
pond,urban,312,14,19,Unsafe
tap,semi-urban,598,42,12,Safe
pond,urban,1486,1,18,Warning
tap,urban,1157,78,11,Warning
tanker,urban,577,5,10,Warning
well,semi-urban,820,43,20,Warning
pond,semi-urban,511,35,9,Unsafe
river,semi-urban,779,18,4,Warning
tap,urban,1267,81,12,Warning
well,semi-urban,1008,81,19,Unsafe
well,semi-urban,659,8,9,Warning
river,semi-urban,820,67,18,Unsafe
well,semi-urban,1282,80,19,Unsafe
tanker,semi-urban,1109,46,12,Warning
borewell,urban,1447,85,1,Safe
well,rural,1471,42,12,Warning
river,rural,1406,13,4,Warning
tanker,urban,678,49,16,Unsafe
well,rural,485,97,16,Unsafe
river,urban,1303,39,13,Unsafe
pond,urban,128,27,19,Unsafe
well,urban,227,67,5,Warning
tanker,urban,242,84,10,Unsafe
pond,rural,1244,77,4,Unsafe
tap,urban,1214,7,8,Safe
tap,urban,965,96,9,Warning
borewell,rural,962,49,5,Safe
pond,rural,274,60,1,Unsafe
borewell,urban,1156,66,18,Warning
pond,rural,1199,46,11,Unsafe
well,rural,672,9,17,Warning
river,semi-urban,889,52,4,Warning
pond,semi-urban,1280,13,7,Warning
river,semi-urban,294,78,7,Unsafe
tanker,rural,244,46,12,Warning
borewell,rural,158,66,3,Safe
well,rural,480,89,1,Warning
river,semi-urban,158,69,12,Unsafe
tap,rural,198,42,1,Safe
borewell,rural,778,9,12,Safe
pond,semi-urban,1039,81,5,Unsafe
well,semi-urban,927,6,17,Warning
well,rural,888,38,13,Warning
tap,rural,281,99,9,Warning
tap,rural,414,19,5,Safe
well,semi-urban,1018,98,11,Unsafe
tap,urban,978,70,15,Warning
river,urban,799,94,13,Unsafe
tanker,urban,514,17,9,Warning
well,rural,1452,34,19,Warning
well,rural,1150,25,13,Warning
borewell,rural,1410,75,4,Safe
pond,urban,712,91,2,Unsafe
pond,rural,1176,32,20,Unsafe
tanker,semi-urban,1190,51,6,Warning
well,semi-urban,334,12,7,Warning
well,rural,1095,47,2,Warning
pond,semi-urban,1035,4,13,Warning
river,semi-urban,189,94,3,Unsafe
tanker,rural,1081,60,6,Warning
borewell,rural,326,2,14,Safe
pond,semi-urban,590,79,7,Unsafe
pond,rural,411,83,14,Unsafe
pond,semi-urban,639,68,5,Unsafe
river,urban,800,9,7,Warning
river,urban,618,82,7,Unsafe
pond,rural,340,48,12,Unsafe
river,rural,1253,17,16,Warning
pond,semi-urban,166,96,2,Unsafe
borewell,semi-urban,430,36,18,Safe
tanker,semi-urban,1017,21,11,Warning
river,urban,870,15,14,Warning
river,semi-urban,1191,8,15,Warning
pond,semi-urban,268,41,10,Unsafe
tanker,semi-urban,778,61,9,Warning
well,semi-urban,877,10,19,Warning
borewell,rural,1172,20,1,Safe
well,rural,393,83,7,Warning
borewell,rural,552,94,2,Safe
pond,rural,882,24,5,Warning
tanker,semi-urban,536,24,6,Warning
tap,rural,1011,82,18,Warning
well,semi-urban,666,84,10,Warning
pond,urban,486,17,10,Warning
river,rural,1071,7,2,Warning
pond,rural,1407,97,4,Unsafe
tap,semi-urban,1416,46,7,Safe
pond,semi-urban,546,20,2,Warning
well,urban,1444,57,3,Warning
tap,semi-urban,1081,28,3,Safe
well,rural,539,0,13,Warning
river,semi-urban,858,14,5,Warning
tap,urban,1043,91,4,Safe
tanker,urban,1102,36,17,Warning
tanker,rural,1113,60,10,Warning
river,urban,306,72,17,Unsafe
pond,semi-urban,1449,37,5,Warning
well,urban,222,40,6,Warning
pond,urban,723,15,20,Unsafe
tanker,rural,476,35,16,Warning
tap,semi-urban,423,68,18,Warning
tanker,urban,670,90,11,Unsafe
tanker,rural,856,13,8,Warning
pond,rural,1209,99,15,Unsafe
river,rural,684,37,19,Unsafe
river,rural,932,51,9,Unsafe
tap,rural,461,70,11,Safe
tap,semi-urban,763,10,5,Safe
pond,semi-urban,1044,94,9,Unsafe
tanker,semi-urban,281,87,12,Unsafe
pond,semi-urban,630,50,2,Warning
tanker,rural,686,10,9,Warning
borewell,semi-urban,485,68,17,Warning
tap,semi-urban,1324,97,14,Warning
borewell,semi-urban,684,17,19,Safe
well,urban,876,88,9,Warning
well,semi-urban,1147,100,1,Warning
tanker,semi-urban,1374,89,14,Unsafe
tanker,semi-urban,748,54,16,Unsafe
well,rural,383,63,8,Warning
tanker,urban,1313,60,7,Warning
well,rural,1404,89,8,Warning
tap,rural,816,82,20,Warning
river,rural,349,32,10,Warning
river,rural,335,99,7,Unsafe
river,semi-urban,675,6,1,Warning
tanker,rural,1481,36,11,Warning
well,rural,703,17,2,Warning
tanker,semi-urban,113,64,10,Unsafe
tanker,semi-urban,884,16,16,Warning
well,urban,1116,42,20,Warning
tanker,rural,794,18,1,Warning
borewell,rural,337,40,12,Safe
river,rural,446,71,16,Unsafe
river,urban,1340,54,3,Warning
pond,rural,1289,43,2,Warning
river,rural,343,61,15,Unsafe
tap,urban,941,4,19,Safe
well,urban,663,84,14,Unsafe
tanker,urban,463,39,6,Warning
river,rural,379,52,13,Unsafe
tanker,semi-urban,1428,56,15,Unsafe
borewell,rural,938,84,6,Warning
borewell,urban,1027,95,20,Warning
river,semi-urban,309,76,8,Unsafe
well,semi-urban,1050,79,3,Warning
pond,urban,720,78,12,Unsafe
well,rural,222,68,13,Warning
well,semi-urban,921,66,4,Warning
river,semi-urban,1123,7,14,Warning
borewell,rural,822,59,17,Warning
borewell,urban,863,25,18,Safe
well,urban,969,1,16,Warning
well,semi-urban,1390,75,9,Warning
pond,rural,1331,99,20,Unsafe
tap,urban,273,29,1,Safe
borewell,rural,305,34,5,Safe
pond,urban,979,6,11,Warning
well,urban,609,52,18,Warning
pond,urban,308,78,9,Unsafe
tanker,rural,158,48,4,Warning
borewell,semi-urban,465,39,5,Safe
tap,semi-urban,916,0,2,Safe
tap,urban,547,38,20,Safe
tap,rural,882,48,16,Safe
river,rural,866,68,1,Unsafe
tap,rural,1242,79,12,Warning
pond,urban,998,84,9,Unsafe
well,semi-urban,714,43,2,Warning
borewell,rural,225,15,3,Safe
tanker,semi-urban,219,75,14,Unsafe
river,urban,654,31,7,Warning
pond,urban,1356,10,19,Unsafe
tap,semi-urban,270,27,14,Safe
pond,semi-urban,127,66,9,Unsafe
tanker,urban,675,1,3,Warning
pond,semi-urban,604,13,18,Unsafe
pond,rural,1365,34,14,Unsafe
river,rural,847,6,9,Warning
river,urban,217,87,19,Unsafe
well,semi-urban,100,80,18,Unsafe
pond,rural,955,78,9,Unsafe
river,semi-urban,904,26,12,Warning
pond,rural,371,54,18,Unsafe
river,urban,1180,4,13,Warning
borewell,semi-urban,417,91,3,Safe
borewell,semi-urban,186,86,14,Warning
tap,semi-urban,1104,80,14,Warning
well,urban,1122,6,1,Safe
pond,semi-urban,669,14,10,Warning
tap,rural,1222,98,11,Warning
pond,semi-urban,620,9,8,Warning
river,rural,821,52,14,Unsafe
tap,semi-urban,459,85,2,Safe
river,rural,214,71,20,Unsafe
tanker,urban,1343,68,16,Unsafe
tanker,semi-urban,181,31,2,Warning
well,semi-urban,1130,93,2,Warning
pond,urban,1126,86,18,Unsafe
tap,semi-urban,1288,72,2,Safe
tanker,urban,1136,80,15,Unsafe
river,urban,249,97,19,Unsafe
tap,semi-urban,1455,41,5,Safe
tap,urban,1379,25,13,Safe
borewell,urban,1110,88,9,Warning
river,urban,1146,54,1,Warning
well,semi-urban,334,73,20,Unsafe
borewell,semi-urban,801,37,9,Safe
tap,urban,287,87,18,Warning
river,semi-urban,113,21,4,Warning
borewell,semi-urban,735,22,14,Safe
pond,semi-urban,783,80,5,Unsafe
river,semi-urban,867,100,1,Unsafe
well,rural,564,65,8,Warning
borewell,rural,707,36,4,Safe
river,urban,838,9,4,Warning
tap,urban,415,21,20,Safe
tap,semi-urban,399,5,2,Safe
well,rural,705,89,17,Unsafe
borewell,semi-urban,670,19,7,Safe
borewell,semi-urban,1097,27,11,Safe
borewell,rural,1356,43,15,Safe
tap,rural,1240,91,15,Warning
well,rural,914,70,20,Unsafe
borewell,semi-urban,1291,79,9,Warning
tap,urban,735,13,17,Safe
river,semi-urban,430,87,14,Unsafe
tap,urban,1500,3,13,Safe
tap,semi-urban,376,52,10,Safe
tap,urban,1113,27,17,Safe
well,rural,1092,72,1,Warning
tanker,urban,680,98,19,Unsafe
borewell,semi-urban,445,38,7,Safe
borewell,semi-urban,311,73,11,Warning
well,rural,764,65,8,Warning
tanker,semi-urban,974,50,15,Unsafe
borewell,urban,390,43,12,Safe
borewell,rural,443,47,17,Safe
pond,semi-urban,859,80,6,Unsafe
well,urban,363,8,14,Warning
river,urban,1283,74,2,Unsafe
tap,rural,1415,69,4,Safe
tanker,urban,478,50,12,Warning
tap,semi-urban,531,98,15,Warning
pond,semi-urban,1184,99,2,Unsafe
pond,urban,1356,37,12,Unsafe
tanker,urban,498,97,18,Unsafe
tanker,semi-urban,1480,8,5,Warning
river,semi-urban,609,41,20,Unsafe
borewell,urban,673,69,17,Warning
pond,urban,489,66,11,Unsafe
borewell,rural,1326,11,1,Safe
borewell,semi-urban,464,61,13,Safe
tanker,rural,658,83,16,Unsafe
tap,semi-urban,1072,18,3,Safe
borewell,rural,723,67,8,Safe
tap,urban,529,38,19,Safe
well,rural,667,29,18,Warning
well,urban,475,6,15,Warning
well,rural,205,37,19,Warning
borewell,rural,1409,12,15,Safe
river,semi-urban,1328,27,1,Warning
pond,rural,642,86,19,Unsafe
tap,urban,973,60,7,Safe
tanker,semi-urban,818,70,10,Unsafe
pond,rural,266,9,7,Warning
river,rural,404,51,8,Unsafe
borewell,urban,362,9,20,Safe
pond,semi-urban,908,22,9,Warning
tap,rural,1129,3,18,Safe
tanker,urban,950,85,12,Unsafe
river,urban,569,74,20,Unsafe
tap,semi-urban,496,14,18,Safe
tap,rural,656,46,7,Safe
borewell,semi-urban,1144,27,7,Safe
tanker,urban,378,47,18,Unsafe
pond,urban,871,20,9,Warning
pond,urban,105,27,1,Warning
well,urban,1200,28,6,Warning
well,urban,856,96,1,Warning
river,urban,1372,87,19,Unsafe
pond,urban,871,7,15,Warning
well,urban,1382,6,5,Warning
river,semi-urban,617,86,14,Unsafe
tap,semi-urban,797,13,11,Safe
tap,urban,229,46,7,Safe
tap,urban,893,30,20,Safe
borewell,semi-urban,740,62,11,Safe
river,semi-urban,104,75,15,Unsafe
well,rural,699,45,2,Warning
river,rural,295,31,3,Warning
well,semi-urban,915,55,1,Warning
borewell,urban,152,64,13,Warning
pond,semi-urban,625,59,18,Unsafe
well,urban,569,39,18,Warning
tap,rural,223,22,1,Safe
pond,urban,843,70,10,Unsafe
river,rural,1390,23,4,Warning
tap,rural,460,7,13,Safe
tap,urban,1025,22,15,Safe
river,urban,1168,78,1,Unsafe
borewell,semi-urban,1200,5,14,Safe
well,rural,1315,97,4,Warning
river,rural,372,3,11,Warning
river,rural,1346,12,13,Warning
tanker,rural,1185,12,19,Warning
borewell,semi-urban,1352,85,14,Warning
tap,rural,852,64,3,Safe
tap,semi-urban,1472,49,5,Safe
tanker,urban,728,3,8,Warning
pond,rural,438,64,17,Unsafe
tanker,semi-urban,697,17,20,Warning
borewell,rural,173,52,8,Safe
tap,rural,1266,69,9,Safe
river,semi-urban,1199,49,11,Unsafe
river,urban,1040,6,9,Warning
